general_type,specific_type,place_id,店名,地址,電話,評分,價位,連結,評價數,緯度,經度
東南亞,泰式料理,ChIJVRHL5YqpQjQR1lBVvU0ZQN0,雲泰小鎮泰式料理,100台灣台北市中正區羅斯福路四段90巷2-2號,02 2367 5625,3.3,null,https://maps.google.com/?cid=15942770502571217110,193,25.013857,121.534688
東南亞,泰式料理,ChIJkVXT3YqpQjQRhLHnZ8tqRXM,泰正點泰式料理 NICE THAI FOOD,100台灣台北市中正區汀州路三段166號,02 2364 7171,4,null,https://maps.google.com/?cid=8306162509608890756,576,25.0133089,121.5345781
東南亞,泰式料理,ChIJYQe0dYupQjQRmcw_n5dhpzQ,新南城泰式料理(公館店),100台灣台北市中正區汀州路三段171號,02 2364 7200,3.4,null,https://maps.google.com/?cid=3794108514922646681,566,25.0150863,121.5323512
東南亞,泰式料理,ChIJQ58t3IqpQjQRbZu9x77xAiY,Chic Thai 泰式新定食,100台灣台北市中正區汀州路三段166號2樓,02 2364 7171,4,null,https://maps.google.com/?cid=2739017325091855213,69,25.013327,121.534537
東南亞,泰式料理,ChIJx-UMo4qpQjQRxf510AgLYJ0,Lacuz 泰式無限,106台灣台北市大安區羅斯福路四段85號2樓,02 2366 1098,3.5,null,https://maps.google.com/?cid=11340075994203946693,1341,25.013051,121.5367739
東南亞,泰式料理,ChIJ8wrkH4upQjQReXRqJt1VCEg,阿剛泰式主題餐廳,100台灣台北市中正區汀州路三段150號,02 2364 4278,2.7,null,https://maps.google.com/?cid=5190492978865140857,239,25.013647,121.5341229
東南亞,泰式料理,ChIJ5ZCSloupQjQR008IMUu19nQ,THAIHAND 右手餐廳 公館店,100台灣台北市中正區羅斯福路三段306號,02 2369 2582,3.7,null,https://maps.google.com/?cid=8428123087220264915,1759,25.0162513,121.532531
東南亞,泰式料理,ChIJWzVrzpupQjQRak2OeMou72M,曼德樂泰式料理,100台灣台北市中正區汀州路三段239號,02 2368 0786,3.5,null,https://maps.google.com/?cid=7201025776329575786,107,25.01386519999999,121.5340913
東南亞,泰式料理,ChIJqRrRhIupQjQRqqEjglBbPZA,母女的店,100台灣台北市中正區羅斯福路三段286巷4弄10號,02 2368 4300,4.1,null,https://maps.google.com/?cid=10393563916379857322,599,25.01589,121.531974
東南亞,泰式料理,ChIJ9c4-f4ypQjQRXltpsRFuLt0,泰品泰式雲南料理,100台灣台北市中正區汀州路三段147號,02 2365 2050,4,null,https://maps.google.com/?cid=15937797153580735326,299,25.0159783,121.5311988
東南亞,泰式料理,ChIJGdF1HIupQjQRTff4eXGhEH4,泰國小館,100台灣台北市中正區汀州路三段219號,02 2367 0739,3.9,null,https://maps.google.com/?cid=9083937957156026189,1972,25.01411289999999,121.533806
東南亞,泰式料理,ChIJD2HpwyGpQjQR9l9qll3g_E0,大杵臼 泰式料理,100台灣台北市中正區汀州路三段108號,0971 765 191,4.3,null,https://maps.google.com/?cid=5619613127611670518,6,25.0143029,121.53325
東南亞,泰式料理,ChIJ28rhwYqpQjQRXjs_i80FXzw,泰豐味,100台灣台北市大安區羅斯福路四段78巷1弄7-1號,02 2364 5766,3.6,null,https://maps.google.com/?cid=4350202145425800030,329,25.0140854,121.5342368
台式/小吃,滷味,ChIJ3d_ex4qpQjQRW3Fzrh74OsY,白帝城川式滷味(公館總店）,10091台灣台北市中正區羅斯福路四段136巷8號,02 2367 6663,3.8,null,https://maps.google.com/?cid=14284001978818457947,277,25.0126094,121.5354797
台式/小吃,滷味,ChIJO0HpkIupQjQRAlnRafG57o4,公館阿姨滷味,100台灣台北市中正區羅斯福路三段286巷12號,0937 067 290,4.7,null,https://maps.google.com/?cid=10299373844356487426,251,25.0160726,121.5322832
台式/小吃,滷味,ChIJtUC5Fx6qQjQRIpCo9L3JIJ0,王牌加熱滷味,116台灣台北市文山區羅斯福路五段150巷57號號,0906 771 778,4.3,null,https://maps.google.com/?cid=11322271280900116514,78,25.0073141,121.5378297
台式/小吃,滷味,ChIJ4SSFmYupQjQRS_HFB6TskW0,軒軒滷味公館分店,100台灣台北市中正區羅斯福路三段286巷18號,0976 470 340,4.1,null,https://maps.google.com/?cid=7895351811006394699,9,25.0158629,121.5323976
台式/小吃,滷味,ChIJP-LH3Y2pQjQRW65i8uK59z8,家鄉滷味,100台灣台北市中正區汀州路三段168號,null,2.1,null,https://maps.google.com/?cid=4609357128017292891,81,25.0133138,121.5345418
台式/小吃,滷味,ChIJa3CDx4qpQjQRuD4D7D7UjI8,四川滷味,100台灣台北市中正區,0936 365 966,4,null,https://maps.google.com/?cid=10343875810875883192,16,25.012943,121.5358891
台式/小吃,滷味,ChIJy3pgw4qpQjQRHdZE0gM6HNc,公館滷味王,100台灣台北市中正區羅斯福路四段108巷2號,0920 065 391,1.8,null,https://maps.google.com/?cid=15500327805589444125,56,25.0132934,121.5353407
台式/小吃,滷味,ChIJ0wUE64qpQjQRu-O2bz-D1tA,卜乘輕食滷味,"號, No. 106羅斯福路四段中正區台北市台灣 100",null,4.1,null,https://maps.google.com/?cid=15048359513385526203,129,25.0134663,121.5354252
台式/小吃,滷味,ChIJ60kZgYupQjQRXsmrdX69S6A,軒軒滷味,100台灣台北市中正區羅斯福路三段316巷9弄,null,null,null,https://maps.google.com/?cid=11550534020159490398,null,25.0157668,121.5314935
台式/小吃,滷味,ChIJ6TW2inqpQjQRaSCaTamHmRg,呷喀煙燻滷味-公館店,100台灣台北市中正區汀州路三段249號,0936 358 351,5,null,https://maps.google.com/?cid=1772597089568170089,68,25.0136689,121.534345
台式/小吃,鹹酥雞,ChIJhWCmmYupQjQRXShLc4dqiDo,阿福鹽酥雞,100台灣台北市中正區羅斯福路三段316巷4號,null,3,null,https://maps.google.com/?cid=4217738181019904093,9,25.01581999999999,121.53263
台式/小吃,鹹酥雞,ChIJn-RB6oqpQjQRTBPsvDY6QF8,公館夜市【素食鹹酥雞】,100台灣台北市中正區羅斯福路四段108巷2號,0981 494 997,4.5,null,https://maps.google.com/?cid=6863549838884868940,44,25.0133863,121.5353258
台式/小吃,便當,ChIJ_RyeQYypQjQRhfKxcKEnHOs,呷讚便當店,100台灣台北市中正區汀州路三段103號,02 2368 0113,3.9,null,https://maps.google.com/?cid=16941459472594891397,45,25.017034,121.5297277
台式/小吃,便當,ChIJLwZF5WCpQjQRFOr1RyV9DcY,泰國密汁便當,100台灣台北市中正區汀州路三段283號,02 3365 3399,3.5,null,https://maps.google.com/?cid=14271200393281530388,12,25.0122199,121.5355501
台式/小吃,便當,ChIJe4cE6qipQjQR2UmbYuJQubw,金湯匙豆花坊 素食 簡餐便當/台北美食/台北豆花/台北便當/台北剉冰/台北推薦餐廳/台北小吃,106台灣台北市大安區羅斯福路三段333巷4號,02 2369 9717,4.5,null,https://maps.google.com/?cid=13598989483069098457,108,25.0171912,121.5325752
西式/美式,早午餐,ChIJ8ZHPe2WpQjQRNR3e5ZtTLco,#BFF Gossip Brunch 早午餐-公館店,100台灣台北市中正區羅斯福路三段244巷14號,0966 938 192,4.2,null,https://maps.google.com/?cid=14568392298654997813,806,25.0165553,121.5306199
西式/美式,早午餐,ChIJ7-vZNXGpQjQR_4yTwlFtc5g,MWD麥味登台大店,100台灣台北市中正區羅斯福路四段118號,02 2365 7279,3.9,null,https://maps.google.com/?cid=10985244114011000063,281,25.0132493,121.5355537
西式/美式,早午餐,ChIJK8xu34qpQjQRS9iu71heV3g,土司吐司 ToasToasT（公館店）,100台灣台北市中正區汀州路三段160巷4-3號,02 2365 1516,4,null,https://maps.google.com/?cid=8671503343596525643,1002,25.0132832,121.5340321
西式/美式,早午餐,ChIJM3P2ruCpQjQREtSGnl9tftI,秘徑小食光/義大利麵/燉飯/排餐/早午餐/商業午餐/午晚餐/咖啡館|下午茶|場地租借,106台灣台北市大安區羅斯福路三段283巷3號,02 3365 1995,4.2,null,https://maps.google.com/?cid=15167680852479366162,208,25.0182077,121.5315075
西式/美式,早午餐,ChIJ4cI98NepQjQR3Uy-HdOy5k8,鱷吐司 A Toast,100台灣台北市中正區羅斯福路四段12巷9號1樓,02 2363 0101,4.3,null,https://maps.google.com/?cid=5757485793446612189,208,25.015456,121.5326755
西式/美式,早午餐,ChIJ0bB2nIupQjQRQMX2--vUgOE,貳樓餐廳 Second Floor Cafe 公館店,100台灣台北市中正區羅斯福路三段316巷9弄7號,02 2364 1666,4,null,https://maps.google.com/?cid=16249221565562406208,2121,25.0157413,121.5315781
西式/美式,早午餐,ChIJA67rzEupQjQR-pS-IzVjy9s,45 brunch cafe,100台灣台北市中正區羅斯福路四段110號2樓,02 2367 9890,4.8,null,https://maps.google.com/?cid=15837861594462590202,8,25.0133596,121.5354994
西式/美式,早午餐,ChIJZaHX34qpQjQR19p03u2FS7w,倆倆號,100台灣台北市中正區汀州路三段158號,02 2368 6003,3.6,null,https://maps.google.com/?cid=13568085559069694679,888,25.0134808,121.5343803
西式/美式,早午餐,ChIJjSvhGEqrQjQRKF1T3sVyeFY,海音Brunch,106台灣台北市大安區羅斯福路四段1號,null,1.8,null,https://maps.google.com/?cid=6230856278631210280,4,25.0179729,121.5403046
素食/健康,低GI,ChIJu4qIP0epQjQRRbcJFrcHVrs,Miss Energy 能量小姐 台北公館店,100台灣台北市中正區羅斯福路四段52巷8號,02 2365 6857,3.8,null,https://maps.google.com/?cid=13498985416019785541,278,25.0147594,121.5337102
日式料理,拉麵,ChIJ9eASooupQjQRTsk8akzNros,十二巷拉麵,100台灣台北市中正區羅斯福路四段12巷1號,02 2368 1922,3.9,null,https://maps.google.com/?cid=10065207945303214414,854,25.0157547,121.5328968
日式料理,拉麵,ChIJWaUkuIqpQjQRNaRGUQb_K6I,京阪豚骨拉麵/公館商圈優質店家/拉麵/,100台灣台北市中正區羅斯福路四段136巷6弄6號,02 2364 0605,4,null,https://maps.google.com/?cid=11685714060741354549,376,25.0125629,121.535714
日式料理,拉麵,ChIJPSbdwIqpQjQRlYUb2CvQAZM,山嵐拉麵 公館店,100台灣台北市中正區羅斯福路四段136巷1弄13號,02 2369 0122,4.4,null,https://maps.google.com/?cid=10592976685279970709,1248,25.0130226,121.5354362
日式料理,拉麵,ChIJPcmlg4upQjQRk6lTJ-goJ5w,Mr. 拉麵野崎家,100台灣台北市中正區羅斯福路三段316巷9弄2號,02 2367 9060,3.7,null,https://maps.google.com/?cid=11252007171565791635,2093,25.0155988,121.5320582
日式料理,拉麵,ChIJA38vuIqpQjQRC7h-cQ9L0Dc,極麵屋-豚骨/公館拉麵/丼飯,100台灣台北市中正區羅斯福路四段136巷6弄2號,02 2364 8859,3.9,null,https://maps.google.com/?cid=4021796996942575627,598,25.012662,121.5356579
日式料理,拉麵,ChIJW-iwFoupQjQRiu9M_0_8bac,鷹流東京豚骨拉麵-極匠,100台灣台北市中正區汀州路三段104巷4號,null,4,null,https://maps.google.com/?cid=12064576397311274890,2028,25.0141486,121.5330949
日式料理,拉麵,ChIJ12ZbGeypQjQRSYEx1ae3Uts,墨洋拉麵,100台灣台北市中正區羅斯福路四段136巷10號,null,4.2,null,https://maps.google.com/?cid=15803895973860704585,345,25.0125938,121.5354431
日式料理,拉麵,ChIJd_KXmIupQjQRRLfmqJ3ppUA,頑固石板料理 拉麵 蛋包飯,100台灣台北市中正區羅斯福路三段316巷8弄3之3號,02 2364 2332,2.8,null,https://maps.google.com/?cid=4658386252937475908,189,25.0156061,121.5326131
素食/健康,素食,ChIJn-RB6oqpQjQRTBPsvDY6QF8,公館夜市【素食鹹酥雞】,100台灣台北市中正區羅斯福路四段108巷2號,0981 494 997,4.5,null,https://maps.google.com/?cid=6863549838884868940,44,25.0133863,121.5353258
素食/健康,素食,ChIJfWS1j4upQjQRcetn4MZu_pw,如來素食樂園,100台灣台北市中正區羅斯福路三段284巷3號,02 2365 5528,4.3,null,https://maps.google.com/?cid=11312601114448751473,367,25.0162873,121.5319117
素食/健康,素食,ChIJn7vz44qpQjQREU3WqZK7GPY,大家素食,100台灣台北市中正區羅斯福路四段78巷2弄2號,02 2362 1681,4.1,null,https://maps.google.com/?cid=17733129771360341265,386,25.0139123,121.5344604
素食/健康,素食,ChIJLZVZNNapQjQR5yY748Vr6cA,素食麵線羹,100台灣台北市中正區Unnamed Road,null,4,null,https://maps.google.com/?cid=13900760222520780519,1,25.0135923,121.5352561
素食/健康,素食,ChIJbyUYe4upQjQR_lNK-f2kOv8,料理王健康素食自助餐,100台灣台北市中正區思源街8號,02 2367 7588,4.2,null,https://maps.google.com/?cid=18391193439036920830,160,25.0149176,121.5318215
素食/健康,素食,ChIJ8wtUD4upQjQRAvHhb-IbO3E,新卡莎素食西餐廳,100台灣台北市中正區羅斯福路四段52巷1號1樓,02 2365 3339,4.2,null,https://maps.google.com/?cid=8159145809265422594,338,25.0147648,121.5334323
素食/健康,素食,ChIJC3j59oupQjQRH7rZvc7lWbk,蒸夠臭素食蒸臭豆腐,100台灣台北市中正區羅斯福路三段244巷2弄2號,02 2368 0622,4.3,null,https://maps.google.com/?cid=13355958846055103007,306,25.0169472,121.5311366
素食/健康,素食,ChIJWbQXwoqpQjQRpggh9z5EWD0,公館VEGAN麻辣臭豆腐,100台灣台北市中正區羅斯福路四段108巷4號,0982 090 351,4.4,null,https://maps.google.com/?cid=4420358071488940198,178,25.0131689,121.5352644
素食/健康,素食,ChIJ9w6J70ipQjQRYZj_G-csbFo,小蔬杭 絕對蔬食(台大二活店),"106台灣台北市大安區羅斯福路四段85號, 二樓, 第二活動中心, 台大, Dan",02 2363 7288,4,null,https://maps.google.com/?cid=6515632132017068129,358,25.0127898,121.5367879
素食/健康,素食,ChIJe4cE6qipQjQR2UmbYuJQubw,金湯匙豆花坊 素食 簡餐便當/台北美食/台北豆花/台北便當/台北剉冰/台北推薦餐廳/台北小吃,106台灣台北市大安區羅斯福路三段333巷4號,02 2369 9717,4.5,null,https://maps.google.com/?cid=13598989483069098457,108,25.0171912,121.5325752
素食/健康,素食,ChIJ3w5fIOyrQjQRj-DLqFROcvI,藝素佳素食,106台灣台北市大安區基隆路四段43號臺科大第三餐廳穿過管理學院左轉至B1,null,4.6,null,https://maps.google.com/?cid=17470112030039728271,24,25.0120205,121.5408688
素食/健康,素食,ChIJefszjImpQjQRqZJVCqfXrhM,食香園素食館,106台灣台北市大安區羅斯福路四段1號,02 2368 7839,4.7,null,https://maps.google.com/?cid=1418308045101175465,44,25.0180576,121.540306
素食/健康,素食,ChIJub2sVompQjQRf8TOJJd6BaA,開心農場素食店,106台灣台北市大安區羅斯福路三段283巷16號,02 2367 8438,4.5,null,https://maps.google.com/?cid=11530757210528203903,275,25.018472,121.5317008
素食/健康,素食,ChIJPVVVVSmqQjQRE_DCJyEaJoQ,3 Idiots Toast & Curry 三個傻瓜蔬食印度餐廳-公館店,106台灣台北市大安區羅斯福路三段283巷28號,02 2369 9966,4.3,null,https://maps.google.com/?cid=9522327191824822291,1780,25.0188682,121.5317203
速食,速食,ChIJG8cuwCmpQjQR8q_v0jsbfAI,漢堡王 公館店,100台灣台北市中正區羅斯福路三段246號,02 2365 0876,4,null,https://maps.google.com/?cid=179048028943921138,670,25.017248,121.531445
速食,速食,ChIJ6fT12YupQjQRxhugLfbofCw,肯德基KFC-台北台大餐廳,106台灣台北市大安區新生南路三段96-1號,02 2364 9867,3.8,null,https://maps.google.com/?cid=3205693178806016966,2548,25.017121,121.5331512
速食,速食,ChIJ5Zls-surQjQRqMbV9NmeCVA,麥當勞,100台灣台北市中正區羅斯福路四段76-1號,02 2366 1123,3.7,null,https://maps.google.com/?cid=5767315456777373352,1384,25.0141862,121.5345802
速食,速食,ChIJ5Zls-surQjQRtQ0XFunyOtY,麥當勞-台北新生店,106台灣台北市大安區新生南路三段88-2號,02 2362 0668,3.8,null,https://maps.google.com/?cid=15436917755677707701,2288,25.0181662,121.5333428
速食,速食,ChIJY6x2PnqpQjQRVnnCCNQyKgU,頂呱呱,100台灣台北市中正區羅斯福路四段134號,02 2368 6341,3.8,null,https://maps.google.com/?cid=372165805472905558,413,25.0129461,121.5358923
速食,速食,ChIJR4y1_YapQjQRIDCaUBb7ZC8,摩斯漢堡 台科大店,106台灣台北市大安區基隆路四段43號,02 2736 2673,4.1,null,https://maps.google.com/?cid=3415130490713813024,545,25.0140727,121.542671
速食,速食,ChIJm4r2zYupQjQRldQ-jLPXeIA,麥當勞-台北台大店,10617台灣台北市大安區羅斯福路四段1號1樓之台灣大學第一學生活動中心賣場,02 2362 1290,3.1,null,https://maps.google.com/?cid=9257386200212100245,176,25.0183086,121.5402101
速食,速食,ChIJNRcMdoupQjQRAYT5kFVHru4,胖老爹美式炸雞-公館台大店,100台灣台北市中正區汀州路三段167號1樓,02 2368 9777,3.8,null,https://maps.google.com/?cid=17198762459804566529,216,25.0152154,121.5322353
速食,速食,ChIJJ07sEIupQjQRkXeWp79RI0s,台大美食-魔法雞排(魔法炸雞)外送、下午茶、宵夜、鄉民推薦、必吃美食、公館商圈必吃、鹹酥雞、鹽酥雞、香雞排,100台灣台北市中正區汀州路三段112號,02 2369 9333,3.5,null,https://maps.google.com/?cid=5414261060621727633,216,25.01422,121.5333289
速食,速食,ChIJP-2ZnJmrQjQRcFz9rO-5VJM,肯德基KFC-台大卓越餐廳,106台灣台北市大安區羅斯福路四段1號卓越大樓2樓)櫃位,null,3.5,null,https://maps.google.com/?cid=10616314660669709424,95,25.0146301,121.537984
速食,速食,ChIJ_fgu74qpQjQRV5eybiCdT-I,祥滿速食餐坊-清蒸鮮魚,100台灣台北市中正區羅斯福路四段92號1號56攤位樓(53,02 2369 9733,4.7,null,https://maps.google.com/?cid=16307425538353567575,62,25.01365089999999,121.5349726
速食,速食,ChIJNRcMdoupQjQRfxaD3Bz5bng,何太守港式菠蘿包專賣店,100台灣台北市中正區汀州路三段167號,02 2368 0006,4.3,null,https://maps.google.com/?cid=8678147434343503487,232,25.0152103,121.53223
速食,速食,ChIJXeWWloupQjQR3W0uyzTM6uI,豬兒子漢堡店,100台灣台北市大安區羅斯福路三段286巷,0953 049 434,4.4,null,https://maps.google.com/?cid=16351105924241190365,12,25.0161788,121.5323831
速食,速食,ChIJZ3dYjCeqQjQR4oYu4Y0hbWI,摩斯漢堡 台大小福店,106台灣台北市大安區羅斯福路四段1號,02 8369 2850,2.9,null,https://maps.google.com/?cid=7092361881430427362,88,25.0186203,121.5373982
