general_type,specific_type,place_id,店名,地址,電話,評分,價位,連結,評價數,緯度,經度
素食/健康,素食,ChIJdaNQ1i6qQjQR4T-k53U6V2Y,全國食養健康素食自助餐 大安復興店,106台灣台北市大安區復興南路二段314號,02 2736 1168,3.9,null,https://maps.google.com/?cid=7374427192914362337,514,25.0235328,121.543218
素食/健康,素食,ChIJ6689Hs2rQjQRifRHqb5479M,明德素食園,106台灣台北市大安區建國南路二段151巷30號,02 2703 3703,3.9,null,https://maps.google.com/?cid=15271557621715825801,271,25.0286111,121.5391667
素食/健康,素食,ChIJ-7fAMS-qQjQRDzUNsedgCjI,貞有緣素食,"號, No. 2復興南路二段340巷大安區台北市台灣 106",02 2737 1663,4.5,null,https://maps.google.com/?cid=3605800999887648015,53,25.0226555,121.543175
素食/健康,素食,ChIJefszjImpQjQRqZJVCqfXrhM,食香園素食館,106台灣台北市大安區羅斯福路四段1號,02 2368 7839,4.7,null,https://maps.google.com/?cid=1418308045101175465,44,25.0180576,121.540306
素食/健康,素食,ChIJ83emQSqqQjQRW6MevTEqLzg,仁里居,106台灣台北市大安區建國南路二段151巷16號,02 2706 2522,4.4,null,https://maps.google.com/?cid=4048500983144031067,326,25.0287042,121.5385864
素食/健康,素食,ChIJTXDY5G-rQjQRFs0m3GjdN90,潔暘麵包坊Vegan Taipei,106台灣台北市大安區瑞安街130號,02 2703 0725,4.4,null,https://maps.google.com/?cid=15940452848541027606,410,25.0294707,121.5422137
速食,速食,ChIJ5Zls-surQjQRtT-wtUeIkxo,麥當勞-復興二店,106台灣台北市大安區復興南路二段273號,02 2754 7577,3.5,null,https://maps.google.com/?cid=1915024108134875061,1386,25.0256551,121.5436463
速食,速食,ChIJR4y1_YapQjQRA86AW8DROcA,摩斯漢堡,106台灣台北市大安區和平東路一段278號,02 3365 3341,3.7,null,https://maps.google.com/?cid=13851332753053765123,567,25.0259431,121.5341726
速食,速食,ChIJT1w6Ay6qQjQR3-aM1y8aXYQ,BURGER KING漢堡王 敦南店,106台灣台北市大安區敦化南路二段164號,02 2377 2486,3.8,null,https://maps.google.com/?cid=9537808378622699231,1371,25.0244239,121.5482819
速食,速食,ChIJUWUmAi2qQjQRxhkkHUlbydA,摩斯漢堡復興南路店,106台灣台北市大安區復興南路二段151巷47號,02 2705 8524,3.9,null,https://maps.google.com/?cid=15044656399787497926,497,25.0284015,121.5456126
速食,速食,ChIJm4r2zYupQjQRldQ-jLPXeIA,麥當勞-台北台大店,10617台灣台北市大安區羅斯福路四段1號1樓之台灣大學第一學生活動中心賣場,02 2362 1290,3.1,null,https://maps.google.com/?cid=9257386200212100245,176,25.0183086,121.5402101
速食,速食,ChIJVRQpmoyrQjQRb6BWxHvYaKM,摩斯漢堡,106台灣台北市大安區基隆路三段85號,null,3.7,null,https://maps.google.com/?cid=11774899251846750319,15,25.0174117,121.5450384
速食,速食,ChIJZ3dYjCeqQjQR4oYu4Y0hbWI,摩斯漢堡 台大小福店,106台灣台北市大安區羅斯福路四段1號,02 8369 2850,2.9,null,https://maps.google.com/?cid=7092361881430427362,88,25.0186203,121.5373982
速食,速食,ChIJf_fLRvarQjQRFDDWkgvL9EM,Mos Burger,106台灣台北市大安區基隆路三段85號,02 2732 5792,2.4,null,https://maps.google.com/?cid=4896761945427161108,12,25.017416,121.5450498
